creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,asset_path,asset_exists,aspect_ratio,asset_pixels,is_video_like,headline_chars,subhead_chars,advertiser_id,objective,primary_theme,target_age_segment,target_os,start_date,end_date,daily_budget_usd,kpi_goal,campaign_duration_days,hq_region,first_3d_days_observed,first_3d_spend_usd,first_3d_impressions,first_3d_viewable_impressions,first_3d_clicks,first_3d_conversions,first_3d_revenue_usd,first_3d_avg_country_os_slices,first_3d_ctr_volatility,first_3d_ipm_volatility,first_3d_ctr,first_3d_viewability_rate,first_3d_cvr,first_3d_ipm,first_3d_roas,first_7d_days_observed,first_7d_spend_usd,first_7d_impressions,first_7d_viewable_impressions,first_7d_clicks,first_7d_conversions,first_7d_revenue_usd,first_7d_avg_country_os_slices,first_7d_ctr_volatility,first_7d_ipm_volatility,first_7d_ctr,first_7d_viewability_rate,first_7d_cvr,first_7d_ipm,first_7d_roas,first_14d_days_observed,first_14d_spend_usd,first_14d_impressions,first_14d_viewable_impressions,first_14d_clicks,first_14d_conversions,first_14d_revenue_usd,first_14d_avg_country_os_slices,first_14d_ctr_volatility,first_14d_ipm_volatility,first_14d_ctr,first_14d_viewability_rate,first_14d_cvr,first_14d_ipm,first_14d_roas,lifecycle_days,lifecycle_spend_usd,lifecycle_impressions,lifecycle_clicks,lifecycle_conversions,lifecycle_revenue_usd,lifecycle_ctr_std,lifecycle_ipm_std,lifecycle_max_days_since_launch,lifecycle_ctr,lifecycle_cvr,lifecycle_ipm,lifecycle_roas,creative_status,fatigue_day,perf_score,overall_ctr,overall_cvr,overall_ipm,overall_roas,ctr_decay_pct,cvr_decay_pct,peak_rolling_ctr_5,has_fatigue,txtsel_subhead_has_social,txtsel_headline_has_social,txtsel_subhead_word_count,txtsel_headline_has_action,txtsel_subhead_length,txtsel_subhead_has_trust,txtsel_headline_has_trust,txtsel_headline_has_benefit,txtsel_headline_has_urgency,txtsel_cta_text_has_benefit,txtsel_cta_text_word_count,txtsel_cta_text_has_action,txtsel_cta_text_length,txtsel_headline_length,target_age_min,target_age_max,target_age_mid
500000,20000,PixelForge,PixelForge Legends,gaming,interstitial,360,640,ja,2026-01-19,family,power-up,Order now,Level up today,Play with friends tonight,purple,premium,5,0.419,37,0.75,0.733,0.466,0.366,0.823,0,2,0,0,1,0,assets/creative_500000.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500000.png,True,0.5625,230400,1,14,25,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,11391.77,1847226,1527371,18852,3782,20729.03,8.0,0.0013666024051965,0.3578191410047205,0.0102055731134143,0.8268457676537684,0.2006153193295141,2.04739430908833,1.819649624246276,7,20409.87,3314254,2712388,28068,5560,30271.28,8.0,0.0023037626428255,0.5021373027300633,0.0084688741418129,0.8184007622831563,0.1980903520022801,1.6776022598147275,1.483168682603074,14,30192.89,4901552,4009923,33177,6539,35715.7,8.0,0.0029581990556604,0.6091996077909091,0.0067686724531332,0.8180925143709584,0.1970943726075293,1.3340672505361566,1.1829175676790131,57,71899.93,11656411,45389,8800,48404.62,0.0021257940653754,0.4311967044268164,56,0.0038939086825267,0.1938795743462072,0.7549493579112816,0.6732220740687788,stable,,0.3410493827160494,0.0038939086825267,0.1938795743462072,0.7549493579112817,0.6732220740687788,-0.785291349678005,-0.0898799244567573,0.0102055731134143,0,1,0,4,0,25,0,0,0,1,0,2,1,9,14,45.0,54.0,49.5
500001,20000,PixelForge,PixelForge Legends,gaming,rewarded_video,360,640,en,2026-01-30,gameplay,free rewards,Claim reward,Beat your rivals,No ads in first week,blue,excited,20,0.205,12,0.515,0.86,0.182,0.815,1.0,2,1,0,0,1,0,assets/creative_500001.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500001.png,True,0.5625,230400,1,16,20,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,4483.96,587273,479552,8846,2040,11530.41,8.0,0.0005639830250033,0.0497380626839937,0.015062841302086,0.8165742337890555,0.2306127063079358,3.473682597361023,2.571479228182232,7,8480.74,1126677,946193,17002,3930,22639.72,8.0,0.0010763047610092,0.2745966904517398,0.0150903941413555,0.8398085698030581,0.2311492765556993,3.488133688714689,2.6695453462787446,14,15637.88,2071093,1723742,26856,6053,34737.65,8.0,0.0027754542410539,0.7188004914065046,0.0129670661819628,0.8322861406996209,0.2253872505212987,2.922611394080324,2.221378473296892,46,47396.67,6308862,42192,9380,53401.61,0.0047483310295538,1.0929547003417324,45,0.0066877354426202,0.2223170269245354,1.4867974604611736,1.1266953986429848,fatigued,12.0,0.5978395061728395,0.0066877354426202,0.2223170269245354,1.4867974604611736,1.1266953986429848,-0.8790466075977256,-0.0800892904071556,0.0154811110016695,1,0,1,5,0,20,0,0,0,0,0,2,1,12,16,45.0,54.0,49.5
500002,20000,PixelForge,PixelForge Legends,gaming,rewarded_video,360,640,ja,2026-02-03,feature-focus,competition,Claim reward,Win epic rewards,No ads in first week,blue,playful,10,0.492,52,0.75,0.672,0.388,0.669,0.842,0,1,0,1,0,0,assets/creative_500002.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500002.png,True,0.5625,230400,1,16,20,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,2830.58,384381,311181,6225,1279,7146.379999999999,8.0,0.0004366956821175,0.1682791566411638,0.0161948691532619,0.8095639482700758,0.2054618473895582,3.3274277344613807,2.524705184096545,7,7053.65,946897,772972,15192,3201,18805.72,8.0,0.0010259273931058,0.1924528017440724,0.0160439836645379,0.816321099338154,0.2107030015797788,3.3805155154150874,2.6660976941016354,14,13915.42,1862669,1509190,25187,5253,30471.33,8.0,0.0029406174839684,0.6841607610938807,0.0135219945143232,0.8102298368631249,0.2085599714138246,2.820146789365153,2.189752806598723,42,41177.21,5472677,38644,7945,45628.77,0.0051704459861063,1.10605797640138,41,0.0070612608783598,0.2055946589379981,1.4517575219586318,1.1081073729861737,fatigued,11.0,0.6074074074074074,0.0070612608783598,0.2055946589379981,1.451757521958632,1.1081073729861737,-0.883620876002164,0.0192595213269899,0.0165807282032309,1,0,0,5,0,20,0,0,1,0,0,2,1,12,16,45.0,54.0,49.5
500003,20000,PixelForge,PixelForge Legends,gaming,interstitial,360,640,en,2026-01-22,testimonial,free shipping,Order now,Level up today,No ads in first week,orange,trustworthy,5,0.357,23,0.701,0.639,0.475,0.99,0.805,0,1,0,0,1,0,assets/creative_500003.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500003.png,True,0.5625,230400,1,14,20,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,6385.91,1027988,875994,14311,2878,16029.86,8.0,0.0004231323258022,0.107626882642714,0.0139213687319307,0.8521441884535618,0.2011040458388652,2.799643575605941,2.51019196950787,7,13404.88,2164453,1848184,27312,5260,29491.94,8.0,0.0018444350859874,0.4511870148045814,0.0126184306150329,0.8538804030394747,0.1925893380199179,2.43017519899947,2.200089818036417,14,21443.26,3455495,2924028,37201,7075,40222.93,8.0,0.0030503234211721,0.6461000540996292,0.0107657513612376,0.8461965651809654,0.1901830595951721,2.047463532721072,1.8757842790695076,54,58977.52,9554290,52375,9906,55980.77,0.0036980209394649,0.71600999377756,53,0.0054818306750161,0.1891360381861575,1.0368117358799032,0.9491882669871504,stable,,0.4916666666666667,0.0054818306750161,0.1891360381861575,1.0368117358799032,0.9491882669871504,-0.8583884136533985,-0.0872846037719718,0.0139213687319307,0,0,0,5,0,20,0,0,0,1,0,2,1,9,14,45.0,54.0,49.5
500004,20000,PixelForge,PixelForge Legends,gaming,rewarded_video,360,640,en,2026-01-20,reward,limited offer,Get offer,Level up today,Free rewards for new players,purple,urgent,15,0.479,62,0.707,0.472,0.586,0.717,0.892,1,2,0,0,0,0,assets/creative_500004.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500004.png,True,0.5625,230400,1,14,28,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,6726.42,904383,749201,13149,2701,15494.31,8.0,0.0005051114556202,0.2309631363712999,0.0145391941246131,0.8284111930454243,0.2054148604456612,2.986566532099785,2.3035002274612646,7,14615.17,1940264,1604464,25956,5208,29459.31,8.0,0.0020299993057802,0.5076006381091087,0.0133775609917,0.8269307681841234,0.2006472491909385,2.684170813868628,2.0156665984726825,14,23320.33,3103338,2565364,34917,7002,39475.44,8.0,0.0034076986238158,0.7110743078697246,0.0112514331342573,0.8266466624002928,0.2005326918120113,2.2562801731554862,1.6927479156598555,56,60708.18,8095795,47116,9307,52325.7,0.003909843812604,0.7966484922692436,55,0.005819811395916,0.1975337464980049,1.1496091489470768,0.8619217377295777,stable,,0.5191358024691358,0.005819811395916,0.1975337464980049,1.149609148947077,0.8619217377295777,-0.8639709189124348,-0.0659199901627248,0.0146295330635053,0,1,0,5,0,28,0,0,0,1,1,2,0,9,14,45.0,54.0,49.5
500005,20000,PixelForge,PixelForge Legends,gaming,rewarded_video,360,640,ja,2026-01-28,ugc,competition,Shop now,Beat your rivals,Free rewards for new players,blue,calm,10,0.05,40,0.848,0.553,0.553,0.489,0.879,2,1,0,0,1,0,assets/creative_500005.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500005.png,True,0.5625,230400,1,16,28,1000,install,fantasy,45-54,Both,2026-01-19,2026-04-02,5386,CPA,74,LATAM,3,3763.1,503746,411205,7388,1482,8535.65,8.0,0.0005157596987605,0.2364382129781383,0.0146661214183338,0.8162943229325891,0.2005955603681646,2.941958844338218,2.268249581462092,7,8339.119999999999,1105128,899717,15749,3248,18683.46,8.0,0.0010498513160117,0.2133312682987534,0.0142508379119884,0.8141292230402271,0.2062353165280335,2.939026067568644,2.240459424975297,14,14342.3,1904842,1551908,23197,4780,27206.24,8.0,0.0027965995910551,0.6073629795526075,0.0121779129187617,0.8147174411316004,0.2060611285942147,2.509394479962117,1.8969230876498195,48,44977.12,5997958,36277,7397,42033.36,0.00440016794936,0.91761346508504,47,0.0060482250792686,0.2039032996113239,1.2332530504548382,0.9345498333374836,stable,,0.5419753086419753,0.0060482250792686,0.2039032996113239,1.2332530504548382,0.9345498333374836,-0.8753519788836597,-0.0635857312273568,0.0146661214183338,0,1,1,5,0,28,0,0,0,0,0,2,1,8,16,45.0,54.0,49.5
500006,20001,VantaStyle,VantaStyle Drops,ecommerce,banner,320,480,es,2026-01-15,drama,before/after,Order now,Up to 40% off,Only this weekend,red,urgent,0,0.629,80,0.846,0.806,0.294,0.401,0.42,1,3,0,1,0,0,assets/creative_500006.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500006.png,True,0.6666666666666666,153600,0,13,17,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,8730.59,3495628,2956636,22139,1053,43760.63,3.0,0.001971740901279,0.1073105201386259,0.0063333398176236,0.8458096799773889,0.0475631238990017,0.3012334264401132,5.012333645263378,7,19083.01,7377881,6212987,30951,1443,57407.94,3.0,0.0026204166313914,0.131910949724877,0.0041951069690606,0.8421099499978382,0.0466220800620335,0.1955846129803394,3.008327302663469,14,26189.67,10047144,8485701,35712,1652,65729.02,3.0,0.0021501488288408,0.1068362550843139,0.0035544429342308,0.8445883725763261,0.0462589605734767,0.1644248355552583,2.5097307449845685,61,46536.78,17990207,49913,2274,90338.49,0.001119803718234,0.0596391684535085,60,0.0027744539015031,0.0455592731352553,0.1264021030997586,1.941227777254894,underperformer,,0.1296296296296296,0.0027744539015031,0.0455592731352553,0.1264021030997586,1.941227777254894,-0.5677809492945851,-0.1786259044744684,0.0063333398176236,0,0,0,3,0,17,0,0,0,0,0,2,1,9,13,45.0,54.0,49.5
500007,20001,VantaStyle,VantaStyle Drops,ecommerce,interstitial,360,640,es,2026-01-23,feature-focus,before/after,Watch now,Limited stock,Only this weekend,lime,adventurous,8,0.561,66,0.788,0.706,0.29,0.695,0.684,1,3,1,1,0,0,assets/creative_500007.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500007.png,True,0.5625,230400,1,13,17,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,2616.2000000000003,730875,568478,8889,491,18971.63,3.0,0.0009943679826398,0.1630962123259547,0.0121621344279117,0.7778046861638447,0.0552368095398807,0.6717975029929879,7.251597737176056,7,4606.13,1298870,1072558,15184,832,32306.49,3.0,0.0011727385345903,0.1236591751843628,0.0116901614480279,0.8257623934650888,0.0547945205479452,0.6405567916727617,7.013803344673295,14,7319.51,2088354,1732063,21553,1197,45764.76,3.0,0.0022195493851177,0.1578521604732319,0.0103205682561481,0.829391472901625,0.0555375121792789,0.5731786852229076,6.252434930753561,53,24391.43,6904277,35777,1943,74402.43000000001,0.0034572943374799,0.203457745976858,52,0.0051818604612763,0.0543086340386281,0.2814197634306966,3.050351291416699,stable,,0.4419753086419752,0.0051818604612763,0.0543086340386281,0.2814197634306966,3.050351291416699,-0.8437435554275438,0.1346531413612566,0.0121621344279117,0,0,0,3,0,17,0,0,0,1,0,2,1,9,13,45.0,54.0,49.5
500008,20001,VantaStyle,VantaStyle Drops,ecommerce,native,320,320,es,2026-01-28,combo,limited offer,Install now,Flash sale live,Only this weekend,teal,playful,0,0.473,71,0.609,0.796,0.278,0.198,0.359,0,2,0,1,0,1,assets/creative_500008.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500008.png,True,1.0,102400,0,15,17,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,1381.9,469536,380712,4353,233,8871.570000000002,3.0,0.0006656891927473,0.0907397411895667,0.0092708546309548,0.8108260069515436,0.0535263036985986,0.4962345805220473,6.419835009769159,7,3211.79,1097683,925645,9964,556,20728.34,3.0,0.0005771312383447,0.055059119109551,0.0090773019168557,0.8432716913717349,0.055800883179446,0.5065214638470306,6.453827927728774,14,6133.84,2112832,1766385,15758,887,33635.700000000004,3.0,0.0018798987436627,0.1167166325960751,0.0074582361493956,0.8360271900463454,0.0562888691458306,0.4198156786720383,5.483628526339129,48,21533.2,7543546,27070,1501,56896.94,0.0026695209255179,0.1565211165559807,47,0.0035884980352741,0.0554488363502031,0.1989780403009407,2.642289116341278,stable,,0.2496913580246913,0.0035884980352741,0.0554488363502031,0.1989780403009406,2.642289116341278,-0.7988159231274188,-0.1870760272515931,0.0093729454895087,0,0,0,3,0,17,0,0,0,1,0,2,1,11,15,45.0,54.0,49.5
500009,20001,VantaStyle,VantaStyle Drops,ecommerce,banner,320,480,en,2026-01-29,discount,free shipping,Shop now,Limited stock,Free shipping over $25,purple,urgent,0,0.709,91,0.889,0.655,0.539,0.409,0.235,1,3,1,1,0,1,assets/creative_500009.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500009.png,True,0.6666666666666666,153600,0,13,22,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,1523.2199999999998,581447,453676,4842,288,12014.06,3.0,0.000385637853585,0.0832046564070809,0.0083275001848835,0.7802534022877408,0.0594795539033457,0.4953159961269041,7.887278265779074,7,3400.91,1312775,1050109,9904,562,23380.39,3.0,0.0009238937967481,0.0867339994691186,0.0075443240463902,0.7999154462874445,0.0567447495961227,0.4281007788844242,6.874745288760949,14,6322.98,2450024,1988621,14586,773,31349.76,3.0,0.0019031941463928,0.1413025661929839,0.0059534110686262,0.8116740897232028,0.0529960235842588,0.3155071133997055,4.958067240446751,47,21926.22,8587184,26069,1342,53252.02,0.0021026458186678,0.1271183260561995,46,0.0030358031224205,0.0514787678852276,0.1562794042843381,2.428691311133428,underperformer,,0.1925925925925926,0.0030358031224205,0.0514787678852276,0.1562794042843381,2.428691311133428,-0.7493751901816303,-0.1464951775756916,0.0083275001848835,0,0,0,4,0,22,0,0,0,1,0,2,1,8,13,45.0,54.0,49.5
500010,20001,VantaStyle,VantaStyle Drops,ecommerce,native,320,320,es,2026-01-24,fantasy,free shipping,Watch now,Limited stock,Shop bestsellers now,orange,premium,0,0.519,35,0.681,0.699,0.491,0.553,0.503,1,3,1,0,0,0,assets/creative_500010.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500010.png,True,1.0,102400,0,13,20,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,2126.9700000000003,762394,618524,6596,385,14034.11,3.0,0.0003160704529877,0.0205893964093113,0.0086516945306495,0.8112917992534044,0.0583687083080654,0.5049882344299667,6.598170166951109,7,3969.06,1392556,1121243,11804,651,24293.73,3.0,0.0008328295406107,0.089802889717727,0.0084764993292908,0.8051690560379618,0.0551507963402236,0.4674856881877641,6.1207767078351045,14,6466.7,2272806,1831817,16598,887,33810.64,3.0,0.0017750000821198,0.1240140167093979,0.0073028670286861,0.8059715611451219,0.0534401735148813,0.3902664811690923,5.228422533904465,52,22753.85,8040694,29217,1552,58894.66,0.0023756118623574,0.1340092254561598,51,0.0036336415737248,0.0531197590443919,0.1930181648499495,2.588338237265342,stable,,0.2487654320987654,0.0036336415737248,0.0531197590443919,0.1930181648499495,2.588338237265342,-0.7900245156678192,-0.2063388622528407,0.0087698018892196,0,0,0,3,0,20,0,0,0,1,0,2,1,9,13,45.0,54.0,49.5
500011,20001,VantaStyle,VantaStyle Drops,ecommerce,interstitial,360,640,en,2026-01-24,ugc,before/after,Start now,Flash sale live,Free shipping over $25,blue,trustworthy,8,0.606,69,0.754,0.568,0.761,0.47,0.665,1,2,0,0,0,1,assets/creative_500011.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500011.png,True,0.5625,230400,1,15,22,1001,purchase,testimonial,45-54,Android,2026-01-11,2026-03-19,2532,CPA,68,North America,3,2282.4700000000003,627398,509574,6853,327,12337.259999999998,3.0,0.0009721621159248,0.0315888233280995,0.0109228910516131,0.8122021428184343,0.047716328615205,0.5212002588468564,5.405223288805547,7,4201.05,1172521,966153,11781,556,20976.09,3.0,0.0012205686077303,0.0684208864195728,0.0100475812373509,0.8239963292768318,0.0471946354299295,0.4741919334493796,4.993058878137608,14,6976.41,1943956,1616594,16332,753,28625.4,3.0,0.0022728667007663,0.1234597272797968,0.0084014247236048,0.8316000979446037,0.0461058045554739,0.3873544462940519,4.103170541868956,52,23264.98,6490290,25835,1197,46014.16,0.0028670117923644,0.1369881316442598,51,0.003980561731448,0.0463324946777627,0.184429355236823,1.9778293383445849,underperformer,,0.2095679012345679,0.003980561731448,0.0463324946777627,0.184429355236823,1.977829338344585,-0.824723754663361,-0.0906073424522184,0.0109228910516131,0,0,0,4,0,22,0,0,0,1,0,2,1,9,15,45.0,54.0,49.5
500012,20002,EarnPath,EarnPath Invest,fintech,native,320,320,es,2026-01-03,trust,last-minute deal,Book now,"Your money, clearer",Built for peace of mind,blue,excited,0,0.41,45,0.746,0.936,0.329,0.377,0.375,1,1,0,0,0,0,assets/creative_500012.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500012.png,True,1.0,102400,0,19,23,1002,signup,trust,18-24,iOS,2026-01-02,2026-03-17,3015,CPA,75,APAC,3,2821.07,580795,464622,4072,439,41911.27,4.0,0.0002902216489209,0.1342887432044436,0.0070110796408371,0.7999758951092899,0.1078094302554027,0.7558605015539046,14.856515435632582,7,6773.21,1421241,1168116,9246,979,90780.1,4.0,0.0006466761216873,0.1125533794990062,0.0065055820933958,0.8218986083289181,0.1058836253515033,0.6888346170705743,13.402817866270205,14,13762.82,2865090,2357993,14945,1558,147380.43,4.0,0.0015136988017644,0.1976474923466726,0.0052162410255873,0.823008352268166,0.104248912679826,0.5437874551933796,10.708592425098926,73,40744.96,8514775,25553,2629,252047.1,0.0014998712846851,0.1733693168534006,72,0.0030010188172911,0.1028842014636246,0.3087574245943081,6.185969994816537,stable,,0.3620370370370371,0.0030010188172911,0.1028842014636246,0.3087574245943081,6.185969994816537,-0.7127321967981208,-0.0394352838173063,0.0070110796408371,0,0,0,5,0,23,1,0,0,0,0,2,1,8,19,18.0,24.0,21.0
500013,20002,EarnPath,EarnPath Invest,fintech,banner,320,480,es,2026-01-03,minimalist,save smarter,Claim reward,Secure & simple,Built for peace of mind,blue,excited,0,0.161,37,0.9,0.74,0.47,0.228,0.343,0,1,0,0,0,0,assets/creative_500013.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500013.png,True,0.6666666666666666,153600,0,15,23,1002,signup,trust,18-24,iOS,2026-01-02,2026-03-17,3015,CPA,75,APAC,3,2918.93,669961,560225,3933,374,36394.43,4.0,0.000432020322121,0.0461037823072306,0.0058704909688772,0.8362053910600766,0.0950928044749555,0.5582414498754406,12.46841479583272,7,7156.049999999999,1642830,1364328,9258,837,81976.54000000001,4.0,0.0007789271185377,0.069212307650345,0.0056353974543927,0.8304742426179215,0.0904082955281918,0.5094866784755574,11.455557185877684,14,14409.25,3342749,2711874,14322,1241,121516.0,4.0,0.0015685759032438,0.1571717628828238,0.0042844975796866,0.8112706039250928,0.0866499092305543,0.371251326378379,8.433193955271788,73,42570.83,9950237,26349,2234,216512.44,0.0011987219971563,0.1150388255797121,72,0.0026480776287037,0.0847850013283236,0.2245172652671489,5.085934194846565,stable,,0.2617283950617284,0.0026480776287037,0.0847850013283236,0.2245172652671489,5.085934194846565,-0.671551478785712,-0.0292267215740105,0.0060775771736367,0,0,0,5,0,23,1,1,0,0,0,2,1,12,15,18.0,24.0,21.0
500014,20002,EarnPath,EarnPath Invest,fintech,native,320,320,pt,2026-01-16,feature-focus,new collection,Order now,Secure & simple,Built for peace of mind,white,playful,0,0.287,16,0.99,0.98,0.192,0.05,0.546,1,1,0,0,0,0,assets/creative_500014.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500014.png,True,1.0,102400,0,15,23,1002,signup,trust,18-24,iOS,2026-01-02,2026-03-17,3015,CPA,75,APAC,3,2092.6400000000003,436688,344458,3017,338,30766.24,4.0,0.0001887405895676,0.035992034271137,0.0069088227750705,0.7887965778771113,0.1120318196884322,0.7740079873960356,14.702117898921932,7,4290.31,902954,712281,6194,638,60076.24,4.0,0.0003151253023098,0.0899270092922436,0.0068597071390126,0.788834204178729,0.1030029060381013,0.7065697698886101,14.002773692343908,14,7819.19,1628707,1306337,9905,1024,95515.12,4.0,0.0010477669411817,0.1246046901336487,0.0060815112847184,0.8020699855775164,0.1033821302372539,0.6287195916760965,12.215475004444192,60,29998.18,6342304,19819,2076,197573.29,0.0018046299003905,0.1882333870967513,59,0.0031248896300145,0.1047479691205408,0.3273258424698658,6.586175894670943,stable,,0.3932098765432099,0.0031248896300145,0.1047479691205408,0.3273258424698658,6.586175894670943,-0.7330371745652744,-0.0484703719018764,0.0069870613349204,0,0,0,5,0,23,1,1,0,0,0,2,1,9,15,18.0,24.0,21.0
