creative_id,creative_status,fatigue_day,perf_score,overall_ctr,overall_cvr,overall_ipm,overall_roas,ctr_decay_pct,cvr_decay_pct,peak_rolling_ctr_5,has_fatigue
500000,stable,,0.3410493827160494,0.0038939086825267,0.1938795743462072,0.7549493579112817,0.6732220740687788,-0.785291349678005,-0.0898799244567573,0.0102055731134143,0
500001,fatigued,12,0.5978395061728395,0.0066877354426202,0.2223170269245354,1.4867974604611736,1.1266953986429848,-0.8790466075977256,-0.0800892904071556,0.0154811110016695,1
500002,fatigued,11,0.6074074074074074,0.0070612608783598,0.2055946589379981,1.451757521958632,1.1081073729861737,-0.883620876002164,0.0192595213269899,0.0165807282032309,1
500003,stable,,0.4916666666666667,0.0054818306750161,0.1891360381861575,1.0368117358799032,0.9491882669871504,-0.8583884136533985,-0.0872846037719718,0.0139213687319307,0
500004,stable,,0.5191358024691358,0.005819811395916,0.1975337464980049,1.149609148947077,0.8619217377295777,-0.8639709189124348,-0.0659199901627248,0.0146295330635053,0
500005,stable,,0.5419753086419753,0.0060482250792686,0.2039032996113239,1.2332530504548382,0.9345498333374836,-0.8753519788836597,-0.0635857312273568,0.0146661214183338,0
500006,underperformer,,0.1296296296296296,0.0027744539015031,0.0455592731352553,0.1264021030997586,1.941227777254894,-0.5677809492945851,-0.1786259044744684,0.0063333398176236,0
500007,stable,,0.4419753086419752,0.0051818604612763,0.0543086340386281,0.2814197634306966,3.050351291416699,-0.8437435554275438,0.1346531413612566,0.0121621344279117,0
500008,stable,,0.2496913580246913,0.0035884980352741,0.0554488363502031,0.1989780403009406,2.642289116341278,-0.7988159231274188,-0.1870760272515931,0.0093729454895087,0
500009,underperformer,,0.1925925925925926,0.0030358031224205,0.0514787678852276,0.1562794042843381,2.428691311133428,-0.7493751901816303,-0.1464951775756916,0.0083275001848835,0
500010,stable,,0.2487654320987654,0.0036336415737248,0.0531197590443919,0.1930181648499495,2.588338237265342,-0.7900245156678192,-0.2063388622528407,0.0087698018892196,0
500011,underperformer,,0.2095679012345679,0.003980561731448,0.0463324946777627,0.184429355236823,1.977829338344585,-0.824723754663361,-0.0906073424522184,0.0109228910516131,0
500012,stable,,0.3620370370370371,0.0030010188172911,0.1028842014636246,0.3087574245943081,6.185969994816537,-0.7127321967981208,-0.0394352838173063,0.0070110796408371,0
500013,stable,,0.2617283950617284,0.0026480776287037,0.0847850013283236,0.2245172652671489,5.085934194846565,-0.671551478785712,-0.0292267215740105,0.0060775771736367,0
500014,stable,,0.3932098765432099,0.0031248896300145,0.1047479691205408,0.3273258424698658,6.586175894670943,-0.7330371745652744,-0.0484703719018764,0.0069870613349204,0
500015,stable,,0.3101851851851852,0.0027940557542772,0.0947411861808749,0.2647121564157282,6.06685674054334,-0.7103455310312328,-0.217732721191599,0.0062661532251175,0
500016,stable,,0.4858024691358024,0.0037789865206851,0.1043800712266402,0.3944508821936297,6.453928537255652,-0.7855275280705257,-0.1495783477374587,0.0087751371115173,0
500017,stable,,0.2935185185185185,0.0028604827922653,0.0878608025161061,0.2513243137119469,5.647415270613856,-0.6969457977285635,-0.2855514378084861,0.0065699879038286,0
