creative_id,campaign_id,advertiser_name,app_name,vertical,format,theme,hook_type,cta_text,headline,subhead,creative_status,fatigue_day,has_fatigue,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,ctr_decay_pct,cvr_decay_pct,peak_rolling_ctr_5,fatigue_label_score,ctr_decay_severity,cvr_decay_severity,early_fatigue_severity,tired_score,avg_top5_similarity,avg_top10_similarity,max_similarity,similar_neighbor_count_080,same_metadata_ratio,fatigued_neighbor_ratio,top_neighbor_status_mix,similarity_density_pct,neighbor_density_pct,repetition_score,creative_health_risk,fatigue_status,repetition_status,health_action_hint
500940,20156,VoxelRealm,VoxelRealm Quest,gaming,rewarded_video,family,competition,Install now,Win epic rewards,No ads in first week,fatigued,10.0,1,0.6345679012345679,1.2815276739118198,1.4708256439691023,0.0073269436991884,0.2007420425698106,-0.8686090968963125,-0.2100201917159165,0.014014483999726,1.0,0.9985771834753498,0.9660679466543161,0.33333333333333337,0.8595245518663673,0.6808,0.6184,0.8024,1,0.25,0.4,"{'stable': 0.5, 'fatigued': 0.4, 'top_performer': 0.1}",0.9787037037037037,0.9921296296296296,0.7998842592592592,0.8595245518663673,tired,high_repetition,Refresh
500775,20129,RouteBloom,RouteBloom Travel,travel,rewarded_video,reward,last-minute deal,Get offer,Last-minute savings,Hotels + flights in one tap,fatigued,10.0,1,0.6197530864197531,8.036655897322943,0.3082982266042829,0.0059370789407535,0.0519275943070333,-0.8442921288879209,-0.2943677259844419,0.0134513807958347,1.0,0.9706217205274659,1.0,0.33333333333333337,0.8593220967985331,0.5785,0.5311,0.7087,0,0.375,0.4,"{'top_performer': 0.4, 'fatigued': 0.4, 'stable': 0.2}",0.7208333333333333,0.49212962962962964,0.5771990740740741,0.8593220967985331,tired,moderate_repetition,Refresh
500576,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,fantasy,free rewards,Claim reward,Beat your rivals,Play with friends tonight,stable,,0,0.4725308641975309,0.8444973277899612,0.942984257062892,0.0053299430203234,0.1769220146382844,-0.851512905414628,-0.0701160785570761,0.0132689741365968,0.0,0.9789229261127037,0.3225256366336026,0.0,0.30923585885489646,0.6643,0.6092,0.8216,1,0.45,0.2,"{'stable': 0.8, 'fatigued': 0.2}",0.9611111111111111,0.9921296296296296,0.841087962962963,0.841087962962963,healthy,high_repetition,Refresh
500471,20078,NeonArena,NeonArena Rush,gaming,playable,fantasy,power-up,Try for free,Unlock rare gear,Free rewards for new players,fatigued,10.0,1,0.6654320987654321,1.4408116742630663,1.7415250681344188,0.0077328590442986,0.2252110193859567,-0.8849925930813374,-0.1814717091761947,0.0168928061071891,1.0,1.0,0.8347483164706081,0.33333333333333337,0.8336163299607883,0.6408,0.6013,0.7158,0,0.35,0.6,"{'fatigued': 0.6, 'stable': 0.4}",0.9472222222222222,0.49212962962962964,0.6841435185185185,0.8336163299607883,tired,moderate_repetition,Refresh
500040,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,reward,power-up,Book now,Unlock rare gear,Free rewards for new players,fatigued,11.0,1,0.6895061728395063,1.6974533095208426,1.4572949953027712,0.0074134204714711,0.1965752517223105,-0.8659295506476411,-0.028212634169106,0.0152759093524121,1.0,0.9954967025598828,0.12977476755341935,0.2666666666666667,0.6781624624839879,0.6606,0.6146,0.8025,1,0.35,0.7,"{'fatigued': 0.7, 'stable': 0.2, 'top_performer': 0.1}",0.9740740740740741,0.9921296296296296,0.8225694444444445,0.8225694444444445,tired,high_repetition,Refresh
500796,20132,GlitchWave,GlitchWave Rush,gaming,playable,fantasy,last-minute deal,Claim reward,Unlock rare gear,Play with friends tonight,fatigued,10.0,1,0.7527777777777778,1.7653519734440204,2.3415602880197626,0.0102111624624196,0.2293137825039461,-0.875519178358712,-0.167019556989953,0.0159715586463243,1.0,1.0,0.768270132286377,0.33333333333333337,0.8203206931239421,0.6115,0.5743,0.7134,0,0.225,0.3,"{'stable': 0.4, 'top_performer': 0.3, 'fatigued': 0.3}",0.8944444444444445,0.49212962962962964,0.6265046296296296,0.8203206931239421,tired,moderate_repetition,Refresh
500581,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,reward,competition,Claim reward,Beat your rivals,Free rewards for new players,stable,,0,0.5243827160493827,0.977217171818009,1.0414841045167529,0.0059087174828424,0.1762622950819672,-0.8657543314872982,-0.066378966292265,0.0147857268068959,0.0,0.9952952657383581,0.3053353639146528,0.0,0.3098908892175201,0.6664,0.6063,0.8216,1,0.35,0.2,"{'stable': 0.8, 'fatigued': 0.2}",0.9546296296296296,0.9921296296296296,0.8128472222222222,0.8128472222222222,healthy,high_repetition,Refresh
500232,20038,EarnPath,EarnPath Invest,fintech,native,testimonial,earn more,Order now,"Your money, clearer",No hidden fees,stable,,0,0.3382716049382716,5.569657959506507,0.2972394379967008,0.0031343189146581,0.0948338207087381,-0.7541686650688685,-0.0936197871662231,0.0074527914442088,0.0,0.867013279184818,0.43063990569166294,0.0,0.3028813009345371,0.6639,0.604,0.8015,1,0.325,0.0,{'stable': 1.0},0.9513888888888888,0.9921296296296296,0.8049768518518519,0.8049768518518519,healthy,high_repetition,Refresh
500489,20081,DriftPass,DriftPass Travel,travel,rewarded_video,wanderlust,new collection,Start now,Escape this weekend,Hotels + flights in one tap,fatigued,13.0,1,0.837037037037037,7.659898212927305,0.5435540413644009,0.0075678023511642,0.071824555682374,-0.818496307241361,-0.2061116934642122,0.0143899525586237,1.0,0.9409661262937697,0.9480893187439418,0.1333333333333333,0.8015260619888973,0.6215,0.5612,0.721,0,0.225,0.6,"{'fatigued': 0.6, 'top_performer': 0.4}",0.850925925925926,0.49212962962962964,0.6047453703703705,0.8015260619888973,tired,moderate_repetition,Refresh
500580,20096,GlitchWave,GlitchWave Legends,gaming,rewarded_video,reward,book now,Start now,Win epic rewards,No ads in first week,stable,,0,0.571604938271605,0.9910828778088864,1.3531884568322432,0.0064629116644844,0.2093775262732417,-0.882778045202941,-0.045967403259674,0.016665276844674,0.0,1.0,0.21144459738505572,0.0,0.29228891947701113,0.6709,0.6161,0.8024,1,0.25,0.7,"{'fatigued': 0.7, 'stable': 0.2, 'top_performer': 0.1}",0.975925925925926,0.9921296296296296,0.7984953703703703,0.7984953703703703,healthy,high_repetition,Refresh
